id,location,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,type,gig1,gig2,perks,turn_time,size,industry,salary
2095,Cikupa,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi Gigi,Tip,Asuransi kesehatan,Parkir,",29,500,Kesehatan/Medis,5400000.0
3393,Surabaya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Praktisi/Asisten Medis,Layanan Kesehatan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",28,200,Lainnya,5000000.0
14185,Jakarta Raya,Manajer/Asisten Manajer,5,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Lainnya/Kategori tidak tersedia,Lainnya,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,",29,1000,Kesehatan/Medis,30000000.0
20120,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",26,200,Kesehatan/Medis,4500000.0
8017,Bengkulu,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Perbankan / Jasa Finansial ,Akuntansi / Keuangan,"Asuransi Gigi,Asuransi kesehatan,Pinjaman,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Bonus,Smart Casual Business,",16,5000,Perbankan/Pelayanan Keuangan,3000000.0
18833,Bandung,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",27,500,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6500000.0
13811,Bali,Supervisor/Koordinator,10,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Arsitek/Desain Interior,Bangunan/Konstruksi,"Jam Bekerja yang Panjang,Bisnis (contoh: Kemeja),",,200,Konstruksi/Bangunan/Teknik,14400000.0
1914,Riau,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Tunjangan Pendidikan,Tip,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",7,5000,Asuransi,3325000.0
25841,Purwokerto,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",16,500,Perbankan/Pelayanan Keuangan,4200000.0
18964,Cikarang,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Manufaktur,Manufaktur,",",19,50,Manajemen/Konsulting HR,7000000.0
16032,Jawa Barat,Supervisor/Koordinator,6,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Penerbitan,Lainnya,"BPJS Ketenagakerjaan,",18,50,Periklanan/Marketing/Promosi/Hubungan Masyarakat,4500000.0
14326,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",29,1000,Industri Berat/Mesin/Peralatan,4500000.0
26811,Jawa Timur,Supervisor/Koordinator,2,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,",",,50,Umum & Grosir,7250000.0
19661,Jakarta Pusat,Supervisor/Koordinator,3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,200,Makanan & Minuman/Katering/Restoran,6000000.0
31054,Hulu Sungai Tengah,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,"Tip,Asuransi kesehatan,Kasual (contoh: Kaos),Other Benefits,",,200,Transportasi/Logistik,3900000.0
28172,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Kontrak,Digital Marketing,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),-,",29,200,Umum & Grosir,4750000.0
14955,Malang,Manajer/Asisten Manajer,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,,15,2000,Makanan & Minuman/Katering/Restoran,18000000.0
9697,Banjarmasin,Manajer/Asisten Manajer,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Pinjaman,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",13,500,Pertambangan,10500000.0
2944,Bandung,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Properti/Real Estate,Bangunan/Konstruksi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",28,200,Konstruksi/Bangunan/Teknik,5500000.0
11600,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi Gigi,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",22,1000,Komputer/Teknik Informatika (Perangkat Lunak),8400000.0
26165,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,50,Umum & Grosir,10500000.0
14220,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,",",19,50,Manajemen/Konsulting HR,9000000.0
25030,Denpasar,Supervisor/Koordinator,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,2000,Manajemen/Konsulting HR,9000000.0
13371,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,"Jam Bekerja yang Panjang,Kasual (contoh: Kaos),",29,50,Retail/Merchandise,3750000.0
28421,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,500,Konstruksi/Bangunan/Teknik,5050000.0
8583,Bandar Lampung,Supervisor/Koordinator,2,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,",",,,Pendidikan,2400000.0
7501,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,",",,,Elektrikal & Elektronik,3600000.0
13709,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,Tekstil/Garment,4800000.0
20918,Bandung,Pegawai (non-manajemen & non-supervisor),3,0,1,1,1,1,1,0,0,0,0,0,Kontrak,Teknik Elektro,Teknik,"Tip,Waktu regular, Senin - Jumat,",19,200,Manufaktur/Produksi,3650000.0
30426,Tangerang,Pegawai (non-manajemen & non-supervisor),3,0,1,1,1,1,1,1,0,0,0,0,Kontrak,Pembelian/Manajemen Material,Manufaktur,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,,Manufaktur/Produksi,3250000.0
24494,Semarang,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Bisnis (contoh: Kemeja),",,50,Konstruksi/Bangunan/Teknik,3625000.0
24250,Surabaya,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",13,,Lainnya,3000000.0
7267,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,",",,,Makanan & Minuman/Katering/Restoran,2500000.0
29452,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),3,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Pekerjaan Umum,Lainnya,"Asuransi kesehatan,Seragam,",29,200,Manufaktur/Produksi,3750000.0
1829,Jakarta Timur,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,IT-Perangkat Keras,Komputer/Teknologi Informasi,"Tip,Seragam,",,50,Elektrikal & Elektronik,3000000.0
21506,Malang,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Pekerjaan Umum,Lainnya,"Bisnis (contoh: Kemeja),Senin - Sabtu,",30,200,Umum & Grosir,2850000.0
30608,Palu,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",27,1000,Perbankan/Pelayanan Keuangan,2875000.0
15784,Aceh,CEO/GM/Direktur/Manajer Senior,5,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,50,Makanan & Minuman/Katering/Restoran,12000000.0
29242,Bandung,Supervisor/Koordinator,5,0,0,0,1,1,1,1,1,1,1,0,Kontrak,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",14,50,Properti/Real Estate,3750000.0
1004,Jakarta Raya,Manajer/Asisten Manajer,3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,",",24,50,Akunting / Audit / Layanan Pajak,12000000.0
726,Bandar Lampung,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Pelatihan & Pengembangan,Pendidikan/Pelatihan,",",25,5000,Manajemen/Konsulting HR,4750000.0
25971,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Pembelian/Manajemen Material,Manufaktur,"Asuransi Gigi,Asuransi kesehatan,Parkir,Bisnis (contoh: Kemeja),-,",16,5000,Pelayanan Perbaikan & Pemeliharaan,4750000.0
12407,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,",",13,50,Umum & Grosir,5500000.0
19596,Jawa Barat,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi Gigi,Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,",22,5000,Produk Konsumen/Barang konsumen yang bergerak cepat,3469790.0
7542,Cikarang,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,"Penuh Waktu, Kontrak",Staf / Administrasi umum,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,2000,Manajemen/Konsulting HR,5150000.0
15997,Jakarta Raya,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Logistik/Rantai Pasokan,Pelayanan,",",,,Transportasi/Logistik,3600000.0
31060,Cikarang,Supervisor/Koordinator,7,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Mekanikal,Teknik,",",19,50,Manajemen/Konsulting HR,12500000.0
1451,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Keuangan / Investasi Perusahaan ,Akuntansi / Keuangan,"Tip,Asuransi kesehatan,Bisnis (contoh: Kemeja),Monday-Friday,",28,2000,Transportasi/Logistik,4750000.0
5102,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,",29,1000,Manajemen/Konsulting HR,4800000.0
20245,Badung,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Business, Uniform,",29,1000,Automobil/Mesin Tambahan Automotif/Kendaraan,3857000.0
15656,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),4,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",13,500,Pendidikan,11250000.0
1965,Jakarta Barat,Manajer/Asisten Manajer,3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",18,500,Automobil/Mesin Tambahan Automotif/Kendaraan,8400000.0
16706,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,",",19,50,Manajemen/Konsulting HR,12500000.0
30382,Palembang,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Perawatan Pribadi,Pelayanan,",",,,Perawatan/Kecantikan/Fitnes,2160000.0
29113,Jakarta Barat,Supervisor/Koordinator,2,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",12,500,Elektrikal & Elektronik,7000000.0
26681,Yogyakarta,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pelatihan & Pengembangan,Pendidikan/Pelatihan,"Tunjangan Pendidikan,Asuransi kesehatan,Pinjaman,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",9,50,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",4000000.0
8245,Palu,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi Gigi,Asuransi kesehatan,Bisnis (contoh: Kemeja),",19,50,Lainnya,3600000.0
19762,Bali,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Properti/Real Estate,Bangunan/Konstruksi,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,200,Konsultasi (Bisnis & Manajemen),4000000.0
2665,Balikpapan,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,500,Periklanan/Marketing/Promosi/Hubungan Masyarakat,4800000.0
19710,Jakarta Timur,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,",,,Pertambangan,6000000.0
6678,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",27,1000,Perbankan/Pelayanan Keuangan,2875000.0
23750,Surabaya,Supervisor/Koordinator,3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,",",,,Lainnya,6750000.0
45,Sidoarjo,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Tunjangan Pendidikan,Tip,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",7,5000,Asuransi,3330000.0
11499,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Layanan Pelanggan,Pelayanan,",",28,5000,Manajemen/Konsulting HR,4750000.0
21165,Medan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pembelian/Manajemen Material,Manufaktur,"Kasual (contoh: Kaos),",2,1000,Manufaktur/Produksi,4750000.0
17705,Kotawaringin Timur,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pertanian,Sains,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",26,1000,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,7000000.0
8486,Bekasi,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,1,1,1,0,Kontrak,Telesales/Telemarketing,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Business, Uniform,",29,200,Umum & Grosir,5750000.0
18747,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,",",27,200,Kesehatan/Medis,6500000.0
11854,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,Retail/Merchandise,4200000.0
26604,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,,29,200,Automobil/Mesin Tambahan Automotif/Kendaraan,4800000.0
14272,Palembang,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Jam Bekerja yang Panjang,Bisnis (contoh: Kemeja),",29,200,Umum & Grosir,3387500.0
24204,Tangerang,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Tunjangan Pendidikan,Tip,Asuransi kesehatan,Pinjaman,Penglihatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",28,50,Ilmu Pengetahuan & Teknologi,8500000.0
9038,Tangerang,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Mekanikal,Teknik,",",,,Manufaktur/Produksi,4000000.0
13281,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,"Bisnis (contoh: Kemeja),-,Senin - Sabtu,",,50,Retail/Merchandise,3600000.0
23910,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,"Waktu regular, Senin - Jumat,",,5000,Lainnya,10000000.0
16094,Bogor,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,1,1,1,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Smart Casual,",15,2000,Retail/Merchandise,7500000.0
18531,Jakarta Raya,Supervisor/Koordinator,1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",27,5000,Automobil/Mesin Tambahan Automotif/Kendaraan,7750000.0
31529,Banten,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Praktisi/Asisten Medis,Layanan Kesehatan,",",21,200,Hotel/Pariwisata,4750000.0
16115,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,",9,200,Konsultasi (Bisnis & Manajemen),7000000.0
10089,Bengkulu,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Telesales/Telemarketing,Penjualan / Pemasaran,",",29,2000,Manajemen/Konsulting HR,4575000.0
5425,Jakarta Selatan,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,1,1,1,1,1,1,0,0,0,0,Magang,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Pinjaman,Parkir,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",22,5000,Perbankan/Pelayanan Keuangan,2250000.0
19861,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Periklanan,Seni/Media/Komunikasi,"Tunjangan Pendidikan,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",28,500,Organisasi Nirlaba/Pelayanan Sosial/LSM,4200000.0
1123,Seminyak,Pegawai (non-manajemen & non-supervisor),,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,"Jam Bekerja yang Panjang,Kasual (contoh: Kaos),",,200,Call Center/IT-Enabled Services/BPO,7000000.0
7070,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",23,2000,Makanan & Minuman/Katering/Restoran,8500000.0
10581,Banten,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Arsitek/Desain Interior,Bangunan/Konstruksi,"Asuransi kesehatan,",,50,Pelayanan Arsitek/Desain Interior,3500000.0
22261,Banjarmasin,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",25,1000,Automobil/Mesin Tambahan Automotif/Kendaraan,3750000.0
22837,Papua,Manajer/Asisten Manajer,7,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",24,5000,Retail/Merchandise,18000000.0
13504,Tangerang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",14,500,Retail/Merchandise,4500000.0
1794,Tangerang,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Periklanan,Seni/Media/Komunikasi,",",,,Umum & Grosir,9600000.0
11069,Belitung,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi Gigi,Tip,Asuransi kesehatan,Pinjaman,Formil (contoh: Kemeja + Dasi),",29,5000,Perbankan/Pelayanan Keuangan,3250000.0
29454,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,,Makanan & Minuman/Katering/Restoran,1750000.0
19479,Bogor,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Parkir,Kasual (contoh: Kaos),BPJS Ketenagakerjaan,Senin-Sabtu,",28,200,Periklanan/Marketing/Promosi/Hubungan Masyarakat,3600000.0
24880,Bali,Pegawai (non-manajemen & non-supervisor),5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",17,50,Komputer/Teknik Informatika (Perangkat Lunak),11500000.0
14984,Cikarang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Teknik Lainnya,Teknik,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,1000,Minyak/Gas/Petroleum,6500000.0
13519,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,1,0,0,0,0,Penuh Waktu,Jurnalis/Editor,Lainnya,"Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",28,50,Lainnya,5500000.0
2533,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Parkir,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",7,2000,Telekomunikasi,6500000.0
8406,Sumatera Utara,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,,7200000.0
