id,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,gig1,gig2,industry,salary
14220,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Manajemen/Konsulting HR,9000000.0
25030,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Manajemen/Konsulting HR,9000000.0
13371,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,E-commerce",Retail/Merchandise,3750000.0
28421,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Konstruksi/Bangunan/Teknik,5050000.0
8583,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Pendidikan,2400000.0
7501,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Elektrikal & Elektronik,3600000.0
13709,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Tekstil/Garment,4800000.0
20918,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Kontrak,"Teknik,Teknik Elektro",Manufaktur/Produksi,3650000.0
30426,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Kontrak,"Manufaktur,Pembelian/Manajemen Material",Manufaktur/Produksi,3250000.0
24494,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Konstruksi/Bangunan/Teknik,3625000.0
24250,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Lainnya,3000000.0
7267,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Makanan & Minuman/Katering/Restoran,2500000.0
29452,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Kontrak,"Lainnya,Pekerjaan Umum",Manufaktur/Produksi,3750000.0
1829,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Keras",Elektrikal & Elektronik,3000000.0
21506,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Lainnya,Pekerjaan Umum",Umum & Grosir,2850000.0
30608,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Perbankan/Pelayanan Keuangan,2875000.0
15784,IDR,CEO/GM/Direktur/Manajer,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Makanan & Minuman/Katering/Restoran,12000000.0
29242,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Kontrak,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Properti/Real Estate,3750000.0
1004,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Akunting / Audit / Layanan Pajak,12000000.0
726,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Pendidikan/Pelatihan,Pelatihan & Pengembangan",Manajemen/Konsulting HR,4750000.0
25971,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Kontrak,"Manufaktur,Pembelian/Manajemen Material",Pelayanan Perbaikan & Pemeliharaan,4750000.0
12407,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Umum & Grosir,5500000.0
19596,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Produk Konsumen/Barang konsumen yang bergerak cepat,3469790.0
7542,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Manajemen/Konsulting HR,5150000.0
15997,IDR,Lulusan,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Transportasi/Logistik,3600000.0
31060,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Teknik,Mekanikal",Manajemen/Konsulting HR,12500000.0
1451,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Keuangan / Investasi Perusahaan ",Transportasi/Logistik,4750000.0
5102,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Manajemen/Konsulting HR,4800000.0
20245,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Automobil/Mesin Tambahan Automotif/Kendaraan,3857000.0
15656,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Pendidikan,11250000.0
1965,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Automobil/Mesin Tambahan Automotif/Kendaraan,8400000.0
16706,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Manajemen/Konsulting HR,12500000.0
30382,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Pelayanan,Perawatan Pribadi",Perawatan/Kecantikan/Fitnes,2160000.0
29113,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Elektrikal & Elektronik,7000000.0
26681,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",4000000.0
8245,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Lainnya,3600000.0
19762,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Properti/Real Estate",Konsultasi (Bisnis & Manajemen),4000000.0
2665,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Periklanan/Marketing/Promosi/Hubungan Masyarakat,4800000.0
19710,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Pertambangan,6000000.0
6678,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Perbankan/Pelayanan Keuangan,2875000.0
23750,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",Lainnya,6750000.0
45,IDR,Lulusan,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Asuransi,3330000.0
11499,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Pelayanan,Layanan Pelanggan",Manajemen/Konsulting HR,4750000.0
21165,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",Manufaktur/Produksi,4750000.0
17705,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Sains,Pertanian",Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,7000000.0
8486,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Kontrak,"Penjualan / Pemasaran,Telesales/Telemarketing",Umum & Grosir,5750000.0
18747,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Kesehatan/Medis,6500000.0
11854,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Retail/Merchandise,4200000.0
26604,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Automobil/Mesin Tambahan Automotif/Kendaraan,4800000.0
14272,IDR,Lulusan,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Umum & Grosir,3387500.0
24204,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Ilmu Pengetahuan & Teknologi,8500000.0
9038,IDR,Lulusan,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Teknik,Mekanikal",Manufaktur/Produksi,4000000.0
13281,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,E-commerce",Retail/Merchandise,3600000.0
23910,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Lainnya,10000000.0
16094,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,7500000.0
18531,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",Automobil/Mesin Tambahan Automotif/Kendaraan,7750000.0
31529,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Layanan Kesehatan,Praktisi/Asisten Medis",Hotel/Pariwisata,4750000.0
16115,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Konsultasi (Bisnis & Manajemen),7000000.0
10089,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Penjualan / Pemasaran,Telesales/Telemarketing",Manajemen/Konsulting HR,4575000.0
5425,IDR,Lulusan,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Magang,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Perbankan/Pelayanan Keuangan,2250000.0
19861,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Periklanan",Organisasi Nirlaba/Pelayanan Sosial/LSM,4200000.0
1123,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",Call Center/IT-Enabled Services/BPO,7000000.0
7070,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Makanan & Minuman/Katering/Restoran,8500000.0
10581,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",Pelayanan Arsitek/Desain Interior,3500000.0
22261,IDR,Lulusan,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Automobil/Mesin Tambahan Automotif/Kendaraan,3750000.0
22837,IDR,Manajer/Asisten,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,18000000.0
13504,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Retail/Merchandise,4500000.0
1794,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Periklanan",Umum & Grosir,9600000.0
11069,IDR,Lulusan,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Perbankan/Pelayanan Keuangan,3250000.0
29454,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Kontrak,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,1750000.0
19479,IDR,Lulusan,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Periklanan/Marketing/Promosi/Hubungan Masyarakat,3600000.0
24880,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),11500000.0
14984,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Teknik,Teknik Lainnya",Minyak/Gas/Petroleum,6500000.0
13519,IDR,Pegawai,"SMA, SMU/SMK/STM, Sarjana (S1)",0,1,1,0,0,0,1,0,0,0,Penuh Waktu,"Lainnya,Jurnalis/Editor",Lainnya,5500000.0
2533,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Telekomunikasi,6500000.0
8406,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",,7200000.0
9698,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Makanan & Minuman/Katering/Restoran,4500000.0
18803,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,8000000.0
21927,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Automobil/Mesin Tambahan Automotif/Kendaraan,6500000.0
9958,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Konsultasi (Bisnis & Manajemen),4875000.0
14445,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Perawatan/Kecantikan/Fitnes,6000000.0
20276,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Jual Beli Saham/Sekuritas,5400000.0
5252,IDR,Lulusan,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Kontrak,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Elektrikal & Elektronik,800000.0
15976,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",Manufaktur/Produksi,4900000.0
20307,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Tekstil/Garment,2900000.0
29574,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Manufaktur,Manufaktur",,10000000.0
9314,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Teknik,Teknik Elektro",Konstruksi/Bangunan/Teknik,4200000.0
11935,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Automobil/Mesin Tambahan Automotif/Kendaraan,5000000.0
12179,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Automobil/Mesin Tambahan Automotif/Kendaraan,5640000.0
3229,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Telekomunikasi,2400000.0
9332,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Pelayanan,Pengacara / Asisten Legal",BioTeknologi/Farmasi/Riset klinik,6000000.0
2035,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Manajemen/Konsulting HR,19500000.0
6521,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",Perbankan/Pelayanan Keuangan,4025000.0
15631,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Produk Konsumen/Barang konsumen yang bergerak cepat,4250000.0
17701,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",Industri Berat/Mesin/Peralatan,5460000.0
5159,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Seni/Desain/Fashion,5750000.0
15154,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Konsultasi (Bisnis & Manajemen),16500000.0
1357,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Manajemen/Konsulting HR,5000000.0
6396,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Konstruksi/Bangunan/Teknik,7000000.0
19010,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Manufaktur/Produksi,6250000.0
26149,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Lainnya,3900000.0
25022,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",Konstruksi/Bangunan/Teknik,5500000.0
10121,IDR,Supervisor/Koordinator,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",Seni/Desain/Fashion,6000000.0
24235,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Pendidikan/Pelatihan,Pendidikan",Pendidikan,2400000.0
29246,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Hubungan Masyarakat",Retail/Merchandise,10000000.0
23680,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),17500000.0
13472,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),17500000.0
15309,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Akunting / Audit / Layanan Pajak,18000000.0
13482,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Akunting / Audit / Layanan Pajak,4700000.0
13713,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",18000000.0
10606,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Sumber Daya Manusia/Personalia,Sekretaris",Konstruksi/Bangunan/Teknik,5250000.0
18064,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",13500000.0
12770,IDR,Lulusan,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Temporer,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,2500000.0
8227,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Bahan Kimia/Pupuk/Pestisida,6000000.0
4127,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),8000000.0
16630,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Properti/Real Estate",Properti/Real Estate,5250000.0
