id|job_title|location|salary_currency|career_level|experience_level|education_level|employment_type|job_function|job_benefits|company_process_time|company_size|company_industry|job_description
172|Sales Marketing & Accounting|Jakarta Barat|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan||||Konstruksi/Bangunan/Teknik|Job Description & Responsibility (SALES):Responsible for offering and providing product-related information to customersIncreasing sales of the company's application productsResearch and analyze local market conditions, development of business plans, implementation, and ensure completionRequirements (SALES):Femalee, Max 30 years oldHave an experience minimum 2 years as a Marketing/SalesBachelor Degree of any majorFluent in English (speaking or writing) is MUST. Can speak Mandarin is a plus (not a must)Have good communication and negotiation skillsEnergic, innovative, honest, and like challengesCan work under pressureCan join immediatelyJob Description & Responsibility (ACCOUNTING):Take care of the company's Finance & AccountingGather and monitor financial dataPrepare monthly, quarterly and annual statements (balance sheets and income statements)Monitor and report on accounting discrepanciesPerform moth-end year-end close processesRequirements (ACCOUNTING):FemaleeHave an experience minimum 1 years as a Accounting/TaxesBachelor Degree of Accounting/TaxationFluent in English (speaking or writing) is MUST. Can speak Mandarin is a plus (not a must)Familiar with accurate and another accounting systemAdvanced user of Ms Excel, Ms Office, and OutlookAdvanced mathematical and logical deducation skillsHave a good communication skillsCan join immediately
15116|Acounting|Jakarta Selatan|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|6 days|51 - 200 pekerja|Luar Angkasa/Aviasi/Pesawat Terbang|PT Mulia Langka Angkasa is currently in need of Financial staff with following conditions :Can Speak EnglishCan Make Financial ReportCan Operate The system accuratePriority is given to accounting staff from airlinesAble to work in a team or IndividualAnd have experience as an accountant 1year
2076|IP Core Network Infrastructure|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sarjana (S1)|Kontrak|Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|28 days|501 - 1000 pekerja|Telekomunikasi|Requirement Skills :Candidate must possess at least a Bachelor's Degree, Computer Science / Information Technology / Engineering (Computer / Telecommunication) or equivalent.Minimum 2 years experience in managerial position.Have experience in a Telecommunication company / ISP is preferred.IP Core Network, Linux System and Core Service Design and Planning.ISP Network Infrastructure (Border Router, BNG Router, CGNAT, Core Switch, Firewall, DPI, Bandwidth Management, NMS).Good understanding in Linux / Unix Administration and scripting (bash, perl, python).Ability to use a wide variety of open source technologies and cloud services.Experience to use a wide variety of open source technologies and tools.Experience with MPLS design, implementation, and operation.Good understanding and Experience design and operation of dynamic routing protocol (OSPF, IS-IS, BGP).Experience in building relationship with 3rd party network operator (Internet Exchange, Bilateral Peering, CDN Provider, etc).Experience with configuration management tools such as Ansible.Able to manage Subscriber Management Core (BRAS/BNG, RADIUS,PCEF,PCRF, OCS).Have ability to use automation tools (e.g. configuration generator, zero-touch mechanisms, scripts).Hold a valid CCNP or JNCIP are preferableJob Description & Responsibility :Directing and coordinating with other departments regarding follow-up problems related to IP Core Network.Design Planning and Implementation IP Core Network within multiple Wide Areas Network Infrastructure and throughout multiple customer services.Test and Documenting System behavior of IP Core Network Infrastructure.POC new technology for Core Network Infrastructure (Core Router, Core Switch, Core Firewall, and other core devices and system) to be implemented in current production.Providing Level 3 Support and network disaster recovery.Implementation of IP Core Network element such as Internet Upstream Router, Core Router and Core Switch, BNG/BRAS Router, Border Router, MPLS PE Router, Firewall, DPI, Load Balancer, etc.Operation and Maintenance all network Element within IP Core Network.Maintain Internet Services are properly ready and available 24 X 7.Provide weekly, monthly, and yearly Report of Activities and network performance.Placement in Jakarta
2020|Customer Relationship Management (CRM)|Bogor|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Pelayanan,Layanan Pelanggan|Tip;Asuransi kesehatan;-Basic Salary, Attractive Marketing Commission Scheme;Working attire;Senin -- Jumat 08.00 -- 17.00,  Sabtu 08.00 -- 14.00|28 days|201 - 500 pekerja|Transportasi/Logistik|DEJAVU EXPRESS adalah perusahaan trucking nasional yang berkembang pesat dan penuh peluang. Kami telah melayani banyak perusahaan besar, termasuk salah satunya perusahaan kurir terbesar di Indonesia. Saat ini dengan ekspansi besar-besaran dan berbagai penyempurnaan dalam proses bisnis, kami berharap bisa menjadi salah satu TOP TEN TRUCKING COMPANY di Indonesia. Oleh karena itu, kami membutuhkan sumber daya manusia yang kompeten dan tangguh.Jika Anda yakin posisi ini sesuai dengan mimpi karir Anda dan Anda ingin membangun kesuksesan bersama orang-orang hebat, segera kirimkan CV Anda!TUGAS DAN TANGGUNG JAWAB:Maintenance CustomerMenghandle database CustomerMencatat kebutuhan yang disampaikan oleh CustomerMelakukan Negoisasi agar terciptanya transaksi.Memastikan tidak adanya keluhan /masalah dari pihak Customer.Bertanggung jawab untuk mengelola dan menjaga hubungan baik dengan customer dan mitra kerjasamaSiap bekerja tanpa perhitungan waktuFollow up CustomerPERSYARATAN:Minimum pendidikan D3/S1Berpenampilan menarikPengalaman 2 Tahun di bidangnyaMenguasai Microsoft Office (PowerPoint, Excel, Word & Outlook)Memiliki kepribadian menyenangkan, senang bersosialisasi, berjiwa pemimpin, berpikir kritis, percaya diri, dewasa dan memiliki service mindsetMampu bekerja dalam timMampu berkomunikasi dengan baikKreatif dan inovatifBerusia antara 20 - 30 tahunBersedia untuk bepergian dalam rangka dinas pekerjaanBahasa Inggris aktifKEUNTUNGAN:12 kali Gaji setahunInsentif bulanan: Berdasarkan kinerja pribadiTunjangan transportasi dan komunikasi (pulsa)Tunjangan kesehatanCampaign Challenge dan Annual Rewards: Berdasarkan kinerja perusahaanFull Employment: Status kepegawaian tetap & full time (setelah 1 tahun)
19891|Project Sales|Tangerang|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Korporasi|Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)||1- 50 pekerja|Elektrikal & Elektronik|JOB QUALIFICATIONSAge 28-35 years,Preferably having experience as Marketing in a Building material for at least 2 yearsResponsive, Thorough / Details, Communicative, CreativeHas Extensive Relations with architect and Interior DesignerWorking with targetsAble to visit the onsite projectHave own transportJOB DESCRIPTIONSPlan, execute, and evaluate marketing programs through a variety of channels in the marketing mix, including creating and managing integrated marketing campaigns, email, webinars, advertising, and other programs focused on through clients to build the sales pipeline.Strategize with corporate clients to develop joint marketing activities.Develop strong relationships with clients through on-going meetings, communication, and value proposition.Monthly detailed report of the activity should be createdPerforms miscellaneous job-related duties as requested
17482|Call center|Jakarta Pusat|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Tidak terspesifikasi|Penuh Waktu|Pelayanan,Layanan Pelanggan|Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|27 days|51 - 200 pekerja|Automobil/Mesin Tambahan Automotif/Kendaraan|Call Center Agent Job Responsibilities and Duties:Answer incoming calls and respond to customer’s emailsManagement and resolve customer complaintsSell products and place customer orders in the computer systemIdentify and escalate issues to supervisorsProvide product and service information to customersResearch required information using available resourcesResearch, identify, and resolve customer complaints using applicable softwareProcess orders, forms, and applicationRoute calls to appropriate resourcesDocument all call information according to standard operating proceduresRecognize, document, and alert the management team of trends in customer callsFollow up customer calls where necessaryUpsell products and servicesComplete call logs and reportsOther duties as assignedCall Center Agent Qualifications and SkillsHigh school diploma or equivalentProficient in relevant computer applications1-3 years of experience in a call center environmentKnowledge of customer service practices and principlesExcellent data entry and typing skillsSuperior listening, verbal, and written communication skillsAbility to handle stressful situation appropriately
18119|Barista|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Tidak terspesifikasi|Penuh Waktu|Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran|Parkir;Jam Bekerja yang Panjang;Kasual (contoh: Kaos)||1- 50 pekerja|Makanan & Minuman/Katering/Restoran|Kualifikasi:Diprioritaskan orang yang sudah berpengalaman Berpenampilan menarikfull timehari senen liburTidak Ada mesMakan dapat 1xTugas dan Tanggung Jawab:Melayani CustomerBertanggungjawab terhadap pelayanan produk, mulai dari pembuatan hingga penyajianMemastikan kebersihan area kerjaBisa buat Latte art
15686|Staff Logistic|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sarjana (S1)|Penuh Waktu|Sains,Pertanian|Tip;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|11 days|1- 50 pekerja|Agrikultural/Perkebunan/Peternakan Unggas/Perikanan|Kontrol persediaan barangStock opnameLaporan & administrasiDistribusi barangKUALIFIKASIPendidikan SarjanaPengalaman 2 tahun pada posisi yang samaMenguasai Ms. Office (Excel - Pivot Table)Familiar dengan SOP / Alur kerja Logistic (Warehouse)Jujur, teliti, detail, tegas, komunikatifMampu menggunakan Accurate adalah nilai plusBersedia ditempatkan di PIKNotesPastikan No. HP & Email aktifHanya kandidat yang memenuhi kualifikasi yang akan diproses
20491|Marketing Japanese Desk|Jakarta Raya|IDR|Supervisor/Koordinator|3 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Jasa Keuangan||23 days|201 - 500 pekerja|Manajemen/Konsulting HR|OverviewOur client is one of Japanese company which engaged in Finance and Leasing industry.RequirementsCandidate must possess at least a Bachelor's Degree, any field.At least 3 year(s) of working experience in the related field is required for this position.Experience in Banking or Leasing Company. Preferable from Japanese Company equivalent.Japanese : JLPT N3/N2 (Business Level); English : > TOEIC 700 or similiar levelHave a good relation and network, good presentation, communication and negotiation skills.PunctuallyTarget oriented, highly motivated, good personality and can work under pressure.Able to join immediatelyJob descriptionVisiting Japanese related customer, maintaining relationship, handling financial deals (Japanese basis)Negotiating and Communicating with Japanese related customer for financing transaction (Japanese basis)Documentation for credit application and approval and gathering information related (English Basis)Making and Collecting documents for financial transaction (English Basis)Reporting Daily Activity to the management (English Basis)
5002|TECHNICIAN / SERVICE CENTER (ARUS LEMAH) & CUSTOMER RELATION MANAGER  - TANGERANG|Tangerang|IDR|Supervisor/Koordinator|5 tahun|Sarjana (S1)|Penuh Waktu|Teknik,Teknik Elektronika|Pinjaman;Parkir;Bisnis (contoh: Kemeja)|12 days|51 - 200 pekerja|Hiburan/Media|Bergabunglah bersama PT. Gogomedia Visindo sebagai TECHNICIAN / SERVICE CENTER (Arus Lemah) & Customer Relation Manager, jika Anda :Berpengalaman di posisi yang sama min 5 (lima) tahun sebagai Head / Manager Technician atau Service Center untuk Produk Electronic (After Sales Service). Pendidikan jurusan Teknik Elektro Arus Lemah / Electrical.Memiliki leadership & communication skills yang baik.Mampu membuat SOP / workflow / proses / sistem service dan garansi produk peralatan rumah tangga (Home Appliances) atau Electronic, handphone dan sejenisnya (arus lemah)Mahir mengoperasikan komputer.Lokasi penempatan: Alam Sutera, TangerangTanggung Jawab :Membuat SOP / workflow / prosedur service yang sistematis dan terukur.Melakukan pemeriksaan akhir terhadap produk electronic yang diklaim mengalami kerusakan atau masalah oleh customer yang telah diservice / dikerjakan oleh team teknisi.Mensupervisi dalam hal memberikan perkiraan awal perihal penyebab kerusakan dan solusinya kepada teknisi untuk ditindaklanjuti dan bila customer menyetujui perbaikan dan/atau penggantian sparepart, maka teknisi melakukan usaha perbaikan.Mensupervisi dan melakukan training & development terhadap team teknisi.Mensupervisi admin service (sparepart) terkait ketersedian barang sparepart.Memberikan persetujuan (ACC) atas QC sebelum / setelah barang selesai di-service.Melakukan koordinasi dengan bagian Logistik Center dan Departemen Import terkait stok ketersediaan sparepart.Membuat laporan secara berkala atas produk yang akan dan sudah dilakukan service serta report ketersediaan sparepart.Kualifikasi:Usia 33 s.d 40 Tahun.Pendidikan min Sarjana / Diploma jurusan Teknik Elektro Arus Lemah / Electrical.Pengalaman kerja sebagai Head / Manager Teknisi atau Service Center minimal 5 (lima) tahun di departemen Service Center atau Reparation untuk Produk Electronic (After Sales Service).Terbiasa melakukan service untuk produk seperti Handphone, Rice Cooker, Jam Digital, Blender, TV, Kulkas, Audio, dll (yang berhubungan dengan arus lemah).Menguasai layout PCB dan arus lemah serta bisa welding (menjadi nilai tambah).Mahir mengoperasikan komputer (Ms. Office : Word, Excel dan Power Point).Mengerti SOP, workflow, sistem service dan garansi produk alat rumah tangga (Home Appliances).Memiliki leadership & communication skills yang baik.Memiliki daya analisa dan detail oriented.Memiliki kreativitas dan inisiatif yang tinggi.Lokasi penempatan : Alam Sutera, Tangerang.​Hanya pelamar yang memenuhi kualifikasi di atas yang akan kami undang untuk proses test & interview
18970|Social Media Marketing Intern|Jakarta Barat|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun||Tidak terspesifikasi|Magang|Penjualan / Pemasaran,Digital Marketing||||Makanan & Minuman/Katering/Restoran|Requirements:Terbuka untuk fresh graduate/last year student.Memiliki portfolio/pengalaman di sosial media.Mempunyai laptop/gadget untuk bekerja.Diutamakan memiliki kemampuan Bahasa Inggris yang baik (oral & writing).Beserdia untuk WFH dan WFO di Kembangan, Jakarta Barat.Job Description:Memberikan ide kreatif untuk konten dan membantu proses pembuatan konten sosial media.Melakukan planning harian untuk konten sosial media.Memiliki ketertarikan yang kuat dengan sosial media.Mencari dan up to date dengan trend konten yang sedang populer, terutama di bidang Food & Beverages dan Lifestyle.Membantu mengurus partnership dengan KOL & brand.
21763|Production Planning Control Staff|Jakarta Raya|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun||Sarjana (S1)|Penuh Waktu|Manufaktur,Manufaktur|Asuransi Gigi;Tunjangan Pendidikan;Tip;Asuransi kesehatan;Parkir;Penglihatan;Waktu regular, Senin - Jumat;Business & Casual on Monday & Friday|27 days|1001 - 2000 pekerja|Elektrikal & Elektronik|Candidate must possess at least a Bachelor's Degree, Engineering (Industrial) or equivalent.Good in English Communication (oral and written)Good in Microsoft Office (Excel, Power Point, etc.)Can work in Team, working underpressure, working endurance, responsible person, can work without supervisionApplicants must be willing to work in TANGERANG.Job Desc :Ontime Delivery ControlControl Product HoldingControl Shipment Plan Target
5345|IT Infrastructure (Specialist) & IT Support|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|5 tahun|Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Free parking|28 days|51 - 200 pekerja|Umum & Grosir|DESKRIPSI PEKERJAAN:Memastikan komputer yang digunakan oleh user dapat berfungsi dengan normal.Memastikan komputer tidak hanya berfungsi namun juga terhubung dengan jaringan sehingga bisa digunakan untuk kebutuhan berkomunikasi sebagaimana mestinya.Memastikan semua aplikasi yang digunakan oleh user di perusahaan berjalan dengan baik.Memastikan keamanan data yang tersimpan di dalam komputer user aman sehingga tidak mudah dicuri oleh pihak eksternal.Melakukan pemeliharaan jaringan (network maintenance)Melakukan update berkala untuk semua software yang ter-install di komputer seperti sistem operasi dan aplikasi apapun di dalamnya, agar berjalan dengan normal tanpa masalah.Melakukan setting untuk proses backup data perusahaan agar mudah untuk dicari ketika sewaktu-waktu diperlukan dan mencegah resiko data penting hilang.Melakukan tindakan preventif mulai dari perbaikan kecilMengembalikan data yang hilang dari backup yang dilakukan pada saat sistem komputer maupun jaringan mengalami masalah.Memastikan semua pendukung sistem baik itu printer, scanner, maupun yang lainnya berfungsi dengan baik.Melakukan instalasi dan juga konfigurasi anti-virus ke perangkat komputer maupun perangkat digital lain yang dimiliki perusahaan.Melakukan scanning secara berkala untuk memastikan komputer bersih dari virus.Membuat dokumentasi teknis bila memang diperlukan.Memahami masalah email, mulai dari pembuatan akun sampai proses setting untuk berbagai keperluan perusahaan.PERSYARATAN:Pendidikan minimal S1 diutamakan ilmu computer, teknologi informasi atau yang sesuaiMemilki pengalaman menjadi sebagai IT infrastructure & IT support minimal 5 tahunMemiliki pengetahuan yang baik pada sistem IT, MikroTikPengalaman dengan OS (Windows, Linux, Freebsd, Mailchimp and MAC OS)Memiliki pengetahuan maintenance & troubleshootingMemiliki pengetahuan yang baik pada Internet Service Provider, Web Developer, Android & IOS
21461|Field Data Acquisition|Jayapura|IDR|Pegawai (non-manajemen & non-supervisor)||Tidak terspesifikasi|Temporer|Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis|Pinjaman;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)||1- 50 pekerja|Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)|JDN adalah perusahaan B2B yang bergerak di bidang pengumpulan data dan informasi untuk kepentingan riset pasar. JDN memiliki para leader dengan pengalaman puluhan tahun di dunia riset pasar yang memiliki jaringan di seluruh Indonesia. kami memiliki antusiasme dalam membangun jaringan kolaboratif bagi klien dan mitra kami untuk mengumpulkan informasi berkualitas terbaik dan memberikan layanan kami kepada pelanggan mereka.Dibutuhkan! Field Data AcquisitionDeskripsi pekerjaan:Melakukan Pengumpulan Data/Informasi Sesuai Briefing ProjectMelakukan Pengamatan pada Object sesuai Briefing ProjectMelakukan Wawancara atau Interview Kepada Respondent terpilih sesuai dengan kriteria yang ditentukanMenjaga kerahasiaan data yang dikumpulkanPersyaratan :Usia 35 TahunPendidikan Terakhir Diploma, namun Lulus SMA sederajat dipertimbangkanBerkomunikasi yang baik dan RamahJujur dan BerintegritasBersedia melakukan Trip luar kota atau KabupatenMobilitas TinggiMenyukai tantangan Pekerjaan LapanganBerorientasi kepada TargetBenefit :Incentive Performa/KinerjaTransport dan Meal (Trip Luar Kota)
28748|Sales TO|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Kontrak|Penjualan / Pemasaran,Penjualan Ritel|Asuransi kesehatan;Bisnis (contoh: Kemeja)|26 days|51 - 200 pekerja|Umum & Grosir|Kualifikasi :Usia maksimal 35 tahunPendidikan minimal SMA/SMK/SederajatBerpengalaman minimal 1 tahun bidang produk FMCG diutamakanMemiliki kemampuan komunikasi, negosiasi & manajemen waktu yang baikRapih, jujur, dan bertanggung jawabMemiliki SIM C dan sepeda motor pribadiArea penempatan JABODETABEK, JAWA BARAT, JAWA TENGAH, JAWA TIMUR dan SUMSEL (Harap cantumkan domisili saat ini pada bagian deskripsi)Sangat terbuka untuk FreshgraduateGambaran Pekerjaan:Mencari dan mengumpulkan informasi yang berhubungan dengan produk pesaingMencari dan mengumpulkan informasi seberapa jauh kekuatan produk dalam persaingan pasarMelakukan ekspansi pasarBertanggung jawab atas target yang telah ditentukan oleh perusahaanMelakukan Penagihan
22925|Accounting & Tax|Jakarta Selatan|IDR|Supervisor/Koordinator|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Kontrak|Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran|Asuransi kesehatan;Pinjaman;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)|29 days|501 - 1000 pekerja|Percetakan/Penerbitan|Kualifikasi :Usia maksimal 30 tahunPendidikan minimal D3 / S1 AkuntansiPengalaman minimal 1 tahun sebagai Accounting dan Tax Resto ( F&B )Diutamakan yang memiliki Brevet A & BMenguasai program akuntansiTerbiasa menangani pembukuan dan pelaporan pajakMemiliki kemampuan komunikasi baik, mau bekerja keras, memiliki integritas, teliti dan detail.Dapat bergabung secepatnyaPenempatan di Jl. Cikajang - Kebayoran Baru Jakarta Selatan
21163|ADMIN AKUNTAN|Jakarta Barat|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|Asuransi kesehatan;Bisnis (contoh: Kemeja);Senin-Sabtu||1- 50 pekerja|Retail/Merchandise|Persyaratan:•                   Minimal pendidikan SMK/ DIPLOMA / SARJANA•                   Umur 20-30 tahun•                   Memiliki pengalaman minimal 2 tahun dibidang Accounting & Finance•                   Mahir dalam penggunaan Microsoft Office Terutama Microsoft Excel sebagai alat bantu pengolahan data keuangan•                   Terbiasa menggunakan software sistem Accounting•                   Mengerti sistem jurnal dalam Accounting•                   Dapat bekerja dibawah tekanan, Jujur, dan seorang Team Player•                   Terbiasa bekerja dengan deadline sertaTelitiTugas dan Tanggung Jawab:•            Menjalankan input transkaksi harian perusahaan•            Menjalankan Fungsi Akunting dalam piutang (account receivable)•            Membantu menyediakan data yang di perlukan dalam penyusunan laporan keuangan
18572|Customer Service|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Pelayanan,Layanan Pelanggan|Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)||1- 50 pekerja|Konsultasi (Bisnis & Manajemen)|Persyaratan :Memiliki riwayat pendidikan minimal D3 untuk semua jurusanMemiliki pengalaman dibidang customer service selama 2 tahun. Pernah bekerja pada sebuah rumah sakit atau klinik sebelumnya lebih diutamakan.Komunikatif, artinya dapat berkomunikasi dengan baik kepada setiap pasien yang datang.Ramah dan tidak mudah emosi pada saat memberikan pelayanan kepada pasien.Terampil dalam memberikan pelayanan.Tugas dan Tanggung Jawab :Mengetahui tentang prosedur yang harus dilakukan oleh setiap pasien yang datang, seperti proses pendaftaran, cara pemeriksaan sebelum mendapatkan pelayanan medis dari dokter.Mengecek segala ketersediaan kamar dan keberadaan dokter yang sedang dibutuhkan oleh pasien.Menangani segala kemauan dan harapan yang diminta oleh para pasien yang datang.
6590|Bussiness Development Manager|Jakarta Selatan|IDR|Manajer/Asisten Manajer|3 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis||||Pameran/Manajemen acara/PIKP|1. Market research, seek new customer opportunities, and maintain customer relationships2. Cooperate with other divisions such as technical division to meet customer/market needs3. Develop and present the company's business development plan4. Update knowledge about market developments and competitors5. Regularly research the company's business developmentProspect for potential new clients and turn this into increased business.6. Cold call as appropriate within mClinica’s market or geographic area to ensure a robust pipeline of opportunities.7. Meet potential clients by growing, maintaining, and leveraging your network.8. Identify potential clients and the decision-makers within the client organization.9. Research and build relationships with new clients.10. Set up meetings between client decision makers and company’s practice leaders/Principals.11. Work with a team to develop proposals that speak to the client’s needs, concerns, and objectives.Kualifikasi :Bachelor’s degree in business, marketing or related field.Experience in sales, marketing or related field.Maximum age 35 years oldStrong communication skills and IT fluency.Ability to manage complex projects and multi-task.Excellent organizational skills.Ability to flourish with minimal guidance, be proactive, and handle uncertainty.Proficient in Word, Excel, Outlook, and PowerPoint.Comfortable using a computer for various tasks.
24863|Sales & Marketing Supervisor for Label Printing|Cikarang|IDR|Supervisor/Koordinator|10 tahun|Tidak terspesifikasi|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|29 days|51 - 200 pekerja|Percetakan/Penerbitan|Expert knowledges in Label Printing process via Letterpress machines and relatedAble to Communicate in EnglishGood Presentation Skill10 Years hands-on experience in label printing industriesOnly qualified candidates will be proceedPlacement in Jababeka, Cikarang, Kab. Bekasi
1685|Sales Executive|Bali|IDR|Supervisor/Koordinator|5 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Korporasi|Tip;Bisnis (contoh: Kemeja)|22 days|1- 50 pekerja|Industri Berat/Mesin/Peralatan|Persyaratan:Diutamakan memiliki pengalaman di bidang marketing minimal 5 tahunPendidikan minimal S1 di semua jurusanTerbiasa dengan target,Memiliki relasi yg luas,Negosiatif, bekerja dengan rajin dan jujur,Diutamakan memiliki kendaraan sendiri ( Mobil ) SIM A,Dapat bekerja dibawah tekanan dan deadlinePreferably Supervisor/Coordinator specialized in Marketing/Business Development or equivalent.additional benefit untuk melewati sales target yang di tentukan
26024|BANCASSURANCE SPECIALIST – MAKASSAR|Maluku|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Jasa Keuangan|Tunjangan Pendidikan;Tip;Asuransi kesehatan;Olahraga (contoh: pusat kebugaran);Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)|7 days|2001 - 5000 pekerja|Asuransi|BANCASSURANCE SPECIALIST (BAS)Representative BNI Life yang akan ditempatkan di cabang Bank BNI bertugas melakukan pemasaran produk-produk Bancassurance. Rencana Penempatan Outlet Bank BNI Wilayah Makassar:KC SENGKANGKC BAU-BAUKC PALOPOKC AMBONKC PARE-PAREKC MATTOANGINKualifikasi :Usia 20 - 35 tahunPendidikan S1/D3 Semua Jurusan, SMA minimal 2 Tahun Pengalaman salesFresh Graduates dipersilakan untuk melamarBerpenampilan rapiMemiliki kemampuan komunikasi, presentasi dan negoisai yang baikTidak tercatat aktif AAJIDeskripsi Pekerjaan :Membuat perencanaan penjualan Asuransi Jiwa di dalam cabang outlet BANK BNIMelakukan aktifitas penjualan Asuransi Jiwa di dalam cabang outlet BANK BNIMembangun hubungan baik dengan pihak internal (Bank BNI) dan eksternal (Nasabah)Manfaat yang diperoleh :Tunjangan dasar setiap bulanKOMISI BULANAN TIDAK TERBATASTunjangan transportasi setiap bulanKesempatan karir terbuka luasKesempatan mendapatkan trip ke luar negeriBonus quartal dan tahunanTraining berkelanjutan dan bersertifikat dari BNI Life Insurace
3355|Chief Surveyor|Nusa Tenggara Barat|IDR|Manajer/Asisten Manajer|5 tahun|Sarjana (S1)|Penuh Waktu|Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan||11 days|51 - 200 pekerja|Properti/Real Estate|ResponsibilitiesLead and manage a team of surveyors including infrastructure and land surveying.Ensure survey data accuracy, including measurements and calculations conducted at survey sites.Conduct surveys to establish legal boundaries for properties, based on legal deeds and titles.Record the results of surveys, including the shape, contour, location, elevation, and dimensions of land or land features.Calculate heights, depths, relative positions, property lines, and other characteristics of terrain.Prepare all data, charts, plots, maps, records, and documents related to surveys.Search legal records, survey records, and land titles to obtain information about property boundaries in areas to be surveyed.Adjust surveying instruments to maintain their accuracy.Establish benchmark points and stakes for use in making maps and plot boundaries.Determine longitudes and latitudes of important features and boundaries in survey areas, using GPS.Train surveyors/assistants/helpers and direct all their work in such activities as performing surveys or drafting maps.Measure land in relation to certificates and lead BPN survey.RequirementsBachelor’s degree in surveying, civil engineering or a related field.At least 5 years of related work experience.Experience using land surveying tools.Knowledgeable in drone mapping is an advantage.Working knowledge of any CAD software such as AutoCAD, Civil 3D, or Land Desktop.Analytical and problem-solving skills.Ability to work independently and as part of a team.Effective written and verbal English communication skills.Self-motivated with good time management and ability to work outdoors.
